FileName,Value
./data/94C96000C25B/20210525/08/audio/20210525081426226_20210525081428657_32000_010012_01_E00100.wav,468137148525
./data/94C96000C25B/20210525/08/audio/20210525081526226_20210525081528913_32000_010012_01_E00100.wav,468137148525
./data/94C96000C25B/20210525/08/audio/20210525081626223_20210525081629134_32000_010012_01_E00100.wav,468137148525
./data/94C96000C25B/20210525/08/audio/20210525082031238_20210525082033648_48000_010012_01_E00100.wav,468137148525
./data/94C96000C25B/20210525/08/audio/20210525082034615_20210525082036533_48000_010012_01_E00100.wav,782418986245
